addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata
,,,,,2020-12-04,,,,General Consumer Council for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/general-consumer-council-for-northern-ireland,
,,,,2007-01-01,2020-12-04,,,,Driver and Vehicle Testing Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/driver-and-vehicle-testing-agency,
,,,,,2020-12-04,,,,Fisheries Conservancy Board for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/fisheries-conservancy-board-for-northern-ireland,
,,,,2006-04-01,2020-12-04,,,,Prescription Pricing Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/prescription-pricing-authority,
,,,,2010-04-01,2020-12-04,,,,NHS Professionals,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-professionals,
,,,,2006-01-01,2020-12-04,,,,NHS Logistics Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-logistics-authority,
,,,,2013-03-31,2020-12-04,,,,NHS Institute for Innovation and Improvement,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-institute-for-innovation-and-improvement,
,,,,,2020-12-04,,,,NHS Direct National Health Service Trust,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-direct-national-health-service-trust,
,,,,2012-10-31,2020-12-04,,,,NHS Appointments Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-appointments-commission,
,,,,2009-04-01,2020-12-04,,,,Mental Health Act Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/mental-health-act-commission,
,,,,2006-03-31,2020-12-04,,,,Dental Vocational Training Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dental-vocational-training-authority,
,,,,2006-03-31,2020-12-04,,,,Dental Practice Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dental-practice-board,
,,,,,2020-12-04,,,,Northern Ireland Prison Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-prison-service,
,,,,2006-04-01,2020-12-04,,,,Business Development Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/business-development-service,
,,,,,2020-12-04,,,,Special EU Programmes Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/special-eu-programmes-body,
,,,,2006-11-30,2020-12-04,,,,Strategic Rail Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/strategic-rail-authority,
,,,,2009-03-31,2020-12-04,,,,Food from Britain,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/food-from-britain,
,,,,2013-04-01,2020-12-04,,,,Health Protection Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/health-protection-agency,
,,,,,2020-12-04,,,,Northern Ireland Health and Social Services Estates Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-health-and-social-services-estates-agency,
,,,,2012-04-01,2020-12-04,,,,Training and Development Agency for Schools,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/training-and-development-agency-for-schools,
,,,,2009-04-01,2020-12-04,,,,Defence Storage and Distribution Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-storage-and-distribution-agency,
,,,,,2020-12-04,,,,Environment and Heritage Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/environment-and-heritage-service,
,,,,2010-10-14,2020-12-04,,,,Football Licensing Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/football-licensing-authority,
,,,,,2020-12-04,,,,Adult Learning Inspectorate,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/adult-learning-inspectorate,
,,,,2007-04-01,2020-12-04,,,,Defence Procurement Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-procurement-agency,
,,,,2011-04-01,2020-12-04,,,,Veterinary Laboratories Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/veterinary-laboratories-agency,
,,,,,2020-12-04,,,,Northern Ireland Legal Services Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-legal-services-commission,
,,,,2006-06-29,2020-12-04,,,,Zahid Mubarek Inquiry,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/zahid-mubarek-inquiry,
,,,,,2020-12-04,,,,North East Education and Library Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-east-education-and-library-board,
,,,,,2020-12-04,,,,Court of Judicature of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/court-of-judicature-of-northern-ireland,
,,,,,2020-12-04,,,,Equality Commission for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/equality-commission-for-northern-ireland,
,,,,,2020-12-04,,,,Council for Catholic Maintained Schools,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/council-for-catholic-maintained-schools,
,,,,2005-04-16,2020-12-04,,,,North Stockton Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-stockton-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,South Bradford Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/south-bradford-education-action-zone,
,,,,2005-10-01,2020-12-04,,,,UK Transplant,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-transplant,
,,,,2005-09-30,2020-12-04,,,,National Blood Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-blood-authority,
,,,,,2020-12-04,,,,Deepcut Review,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/deepcut-review,
,,,,,2020-12-04,,,,Criminal Justice Inspection Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/criminal-justice-inspection-northern-ireland,
,,,,1997-01-01,2020-12-04,,,,Building Research Establishment,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/building-research-establishment,
,,,,,2020-12-04,,,,Northern Ireland Social Care Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-social-care-council,
,,,,,2020-12-04,,,,Armagh Observatory and Planetarium,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/armagh-observatory-and-planetarium,
,,,,2005-01-09,2020-12-04,,,,East Cleveland Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/east-cleveland-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Speke Garston Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/speke-garston-education-action-zone,
,,,,,2020-12-04,,,,Barrow Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/barrow-education-action-zone,
,,,,2010-04-01,2020-12-04,,,,Learning and Skills Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/learning-and-skills-council,
,,,,,2020-12-04,,,,Scottish Sports Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/scottish-sports-council,
,,,,2010-07-01,2020-12-04,,,,Scottish Arts Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/scottish-arts-council,
,,,,,2020-12-04,,,,Northern Ireland Authority for Energy Regulation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-authority-for-energy-regulation,
,,,,,2020-12-04,,,,Community Development Foundation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/community-development-foundation,
,,,,,2020-12-04,,,,Fire Authority for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/fire-authority-for-northern-ireland,
,,,,,2020-12-04,,,,Northern Ireland Local Government Officers' Superannuation Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-local-government-officers-superannuation-committee,
,,,,2008-03-31,2020-12-04,,,,Home-Grown Cereals Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/home-grown-cereals-authority,
,,,,,2020-12-04,,,,Social Security Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/social-security-agency,
,,,,2008-03-31,2020-12-04,,,,Crown Agents Holding and Realisation Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/crown-agents-holding-and-realisation-board,
,,,,,2020-12-04,,,,Department of Agriculture and Rural Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-agriculture-and-rural-development,
,,,,,2020-12-04,,,,Labour Relations Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/labour-relations-agency,
,,,,,2020-12-04,,,,Staff Commission for Education and Library Boards,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/staff-commission-for-education-and-library-boards,
,,,,,2020-12-04,,,,"Department of Enterprise, Trade and Investment",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-enterprise-trade-and-investment,
,,,,,2020-12-04,,,,Office of the First Minister and Deputy First Minister,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-first-minister-and-deputy-first-minister,
,,,,,2020-12-04,,,,Department for Social Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-for-social-development,
,,,,,2020-12-04,,,,Department for Regional Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-for-regional-development,
,,,,,2020-12-04,,,,"Department of Health, Social Services and Public Safety",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-health-social-services-and-public-safety,
,,,,2007-05-31,2020-12-04,,,,Office of the Oversight Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-oversight-commissioner,
,,,,,2020-12-04,,,,Office of the Chief Electoral Officer for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-chief-electoral-officer-for-northern-ireland,
,,,,2006-11-30,2020-12-04,,,,Community Fund,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/community-fund,
,,,,,2020-12-04,,,,H.M. Customs and Excise,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-customs-and-excise,
,,,,2012-09-30,2020-12-04,,,,General Social Care Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/general-social-care-council,
,,,,,2020-12-04,,,,Arts Council of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/arts-council-of-northern-ireland,
,,,,2003-12-31,2020-12-04,,,,Plymouth Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/plymouth-education-action-zone,
,,,,,2020-12-04,,,,Heart of Slough Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/heart-of-slough-education-action-zone,
,,,,2005-04-02,2020-12-04,,,,South East England Virtual Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/south-east-england-virtual-education-action-zone,
,,,,2005-04-16,2020-12-04,,,,Great Yarmouth Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/great-yarmouth-education-action-zone,
,,,,2005-04-01,2020-12-04,,,,Warship Support Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/warship-support-agency,
,,,,,2020-12-04,,,,Sports Council for Wales,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/sports-council-for-wales,
,,,,2008-01-01,2020-12-04,,,,Gas and Electricity Consumer Council (Energywatch),,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/gas-and-electricity-consumer-council-energywatch,
,,,,,2020-12-04,,,,Consumer Council for Postal Services,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/consumer-council-for-postal-services,
,,,,,2020-12-04,,,,Arts Council of Wales,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/arts-council-of-wales,
,,,,2005-04-01,2020-12-04,,,,National Radiological Protection Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-radiological-protection-board,
,,,,2006-10-02,2020-12-04,,,,Countryside Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/countryside-agency,
,,,,2004-03-31,2020-12-04,,,,Police Complaints Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/police-complaints-authority,
,,,,2012-12-01,2020-12-04,,,,Criminal Records Bureau,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/criminal-records-bureau,
,,,,,2020-12-04,,,,Northern Ireland Court Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-court-service,
,,,,2010-07-31,2020-12-04,,,,Hearing Aid Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hearing-aid-council,
,,,,,2020-12-04,,,,National Probation Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-probation-service,
,,,,2005-04-16,2020-12-04,,,,South East Sheffield Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/south-east-sheffield-education-action-zone,
,,,,2011-03-28,2020-12-04,,,,Alcohol Education and Research Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/alcohol-education-and-research-council,
,,,,,2020-12-04,,,,Defence Intelligence and Security Centre,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-intelligence-and-security-centre,
,,,,2006-11-30,2020-12-04,,,,Millennium Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/millennium-commission,
,,,,2006-04-01,2020-12-04,,,,UK Passport Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-passport-service,
,,,,2008-04-01,2020-12-04,,,,Defence Aviation Repair Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-aviation-repair-agency,
,,,,2010-03-31,2020-12-04,,,,NHS Purchasing and Supply Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-purchasing-and-supply-agency,
,,,,2012-03-31,2020-12-04,,,,General Teaching Council for England,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/general-teaching-council-for-england,
,,,,,2020-12-04,,,,Planning Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/planning-service,
,,,,2011-04-01,2020-12-04,,,,Defence Estates,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-estates,
,,,,2007-06-28,2020-12-04,,,,National Weights and Measures Laboratory,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-weights-and-measures-laboratory,
,,,,2007-10-01,2020-12-04,,,,Disability Rights Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/disability-rights-commission,
,,,,2007-09-30,2020-12-04,,,,Equal Opportunities Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/equal-opportunities-commission,
,,,,2005-09-30,2020-12-04,,,,NHS Estates,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-estates,
,,,,2005-01-09,2020-12-04,,,,Wakefield Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/wakefield-education-action-zone,
,,,,,2020-12-04,,,,Compensation Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/compensation-agency,
,,,,,2020-12-04,,,,Armed Forces Personnel Administration Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/armed-forces-personnel-administration-agency,
,,,,2005-04-01,2020-12-04,,,,Medical Supplies Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/medical-supplies-agency,
,,,,2006-04-01,2020-12-04,,,,National Criminal Intelligence Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-criminal-intelligence-service,
,,,,2006-04-01,2020-12-04,,,,National Crime Squad,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-crime-squad,
,,,,2005-01-09,2020-12-04,,,,Dingle Granby Toxteth Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dingle-granby-toxteth-education-action-zone,
,,,,,2020-12-04,,,,Northern Ireland Statistics and Research Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-statistics-and-research-agency,
,,,,,2020-12-04,,,,Land Registers of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/land-registers-of-northern-ireland,
,,,,2008-04-01,2020-12-04,,,,Assets Recovery Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/assets-recovery-agency,
,,,,,2020-12-04,,,,Youth Justice Agency of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/youth-justice-agency-of-northern-ireland,
,,,,,2020-12-04,,,,Forensic Science Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/forensic-science-northern-ireland,
,,,,,2020-12-04,,,,Ordnance Survey of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/ordnance-survey-of-northern-ireland,
,,,,,2020-12-04,,,,Sports Council for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/sports-council-for-northern-ireland,
,,,,2013-04-01,2020-12-04,,,,Ministry of Defence Police and Guarding Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/ministry-of-defence-police-and-guarding-agency,
,,,,2013-04-01,2020-12-04,,,,National Treatment Agency for Substance Misuse,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-treatment-agency-for-substance-misuse,
,,,,2015-03-31,2020-12-04,,,,Family Health Services Appeal Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/family-health-services-appeal-authority,
,,,,,2020-12-04,,,,Counter Fraud and Security Management Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/counter-fraud-and-security-management-service,
,,,,,2020-12-04,,,,Water Service (Northern Ireland),,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/water-service-northern-ireland,
,,,,,2020-12-04,,,,Sentence Review Commissioners,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/sentence-review-commissioners,
,,,,,2020-12-04,,,,Valuation and Lands Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/valuation-and-lands-agency,
,,,,,2020-12-04,,,,H.M. Inspectorate of Explosives for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-explosives-for-northern-ireland,
,,,,2008-04-01,2020-12-04,,,,Defence Analytical Services Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-analytical-services-agency,
,,,,,2020-12-04,,,,Bridgwater Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bridgwater-education-action-zone,
,,,,2004-03-31,2020-12-04,,,,Commission for Health Improvement,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/commission-for-health-improvement,
,,,,,2020-12-04,,,,Hybu Cig Cymru - Meat Promotion Wales,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hybu-cig-cymru-meat-promotion-wales,
,,,,2004-11-30,2020-12-04,,,,Kent and Somerset Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/kent-and-somerset-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,Hastings and St Leonards Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hastings-and-st-leonards-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,Hackney Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hackney-education-action-zone,
,,,,,2020-12-04,,,,Clacton and Harwich Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/clacton-and-harwich-education-action-zone,
,,,,2007-10-01,2020-12-04,,,,Commission for Racial Equality,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/commission-for-racial-equality,
,,,,,2020-12-04,,,,Northern Ireland Social Security Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-social-security-agency,
,,,,2004-11-30,2020-12-04,,,,East Manchester Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/east-manchester-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Gloucester Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/gloucester-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,North Gillingham Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-gillingham-education-action-zone,
,,,,,2020-12-04,,,,Coventry Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/coventry-education-action-zone,
,,,,,2020-12-04,,,,"Camborne, Pool and Redruth Education Action Zone",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/camborne-pool-and-redruth-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Ellesmere Port Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/ellesmere-port-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,Wythenshawe Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/wythenshawe-education-action-zone,
,,,,2005-04-02,2020-12-04,,,,North West Shropshire Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-west-shropshire-education-action-zone,
,,,,,2020-12-04,,,,Bristol Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bristol-education-action-zone,
,,,,,2020-12-04,,,,Corby Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/corby-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Downham and Bellingham Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/downham-and-bellingham-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Leigh Park Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/leigh-park-education-action-zone,
,,,,,2020-12-04,,,,Bedford Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bedford-education-action-zone,
,,,,,2020-12-04,,,,Parliamentary Contributory Pension Fund,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/parliamentary-contributory-pension-fund,
,,,,2004-08-02,2020-12-04,,,,Public Health Laboratory Service Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/public-health-laboratory-service-board,
,,,,,2020-12-04,,,,Probation Board for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/probation-board-for-northern-ireland,
,,,,,2020-12-04,,,,"National Endowment for Science, Technology and the Arts",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-endowment-for-science-technology-and-the-arts,
,,,,,2020-12-04,,,,Police Service of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/police-service-of-northern-ireland,
,,,,,2020-12-04,,,,National Biological Standards Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-biological-standards-board,
,,,,2004-11-30,2020-12-04,,,,Southend Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/southend-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Peterlee Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/peterlee-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Sunderland Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/sunderland-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Stoke Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/stoke-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,North Islington Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-islington-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Easington and Seaham Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/easington-and-seaham-education-action-zone,
,,,,,2020-12-04,,,,Northern Ireland Policing Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-policing-board,
,,,,2005-01-09,2020-12-04,,,,Withernsea and Southern Holderness Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/withernsea-and-southern-holderness-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,Telford and Wrekin Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/telford-and-wrekin-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,North East Derbyshire Coalfields Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-east-derbyshire-coalfields-education-action-zone,
,,,,2005-04-30,2020-12-04,,,,Westminster Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/westminster-education-action-zone,
,,,,,2020-12-04,,,,"Northern Ireland Council for the Curriculum, Examinations and Assessment",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-council-for-the-curriculum-examinations-and-assessment,
,,,,2004-11-30,2020-12-04,,,,Dudley Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dudley-education-action-zone,
,,,,2010-07-01,2020-12-04,,,,Scottish Screen,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/scottish-screen,
,,,,2004-09-06,2020-12-04,,,,Hamilton Oxford Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hamilton-oxford-education-action-zone,
,,,,,2020-12-04,,,,Bolton Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bolton-education-action-zone,
,,,,2004-11-30,2020-12-04,,,,Wednesbury Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/wednesbury-education-action-zone,
,,,,2005-01-09,2020-12-04,,,,Wolverhampton Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/wolverhampton-education-action-zone,
,,,,2004-09-05,2020-12-04,,,,Greenwich Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/greenwich-education-action-zone,
,,,,,2020-12-04,,,,Office of the Police Ombudsman for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-police-ombudsman-for-northern-ireland,
,,,,,2020-12-04,,,,Equitable Life Inquiry,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/equitable-life-inquiry,
,,,,,2020-12-04,,,,Northern Ireland Audit Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-audit-office,
,,,,2006-04-01,2020-12-04,,,,NHS Pensions Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-pensions-agency,
,,,,,2020-12-04,,,,Kitts Green and Shard End Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/kitts-green-and-shard-end-education-action-zone,
