resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National Forest Company,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-forest-company,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,School Teachers' Review Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/school-teachers-review-body,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of the Children's Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-children-s-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Sixth Form College,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-sixth-form-college,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Royal Navy Submarine Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/royal-navy-submarine-museum,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Defence, Press and Broadcasting Advisory Committee",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-press-and-broadcasting-advisory-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Service Prosecuting Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/service-prosecuting-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Academy of the United Kingdom,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-academy,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Service Complaints Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/service-complaints-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Veterans Advisory and Pensions Committees,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/veterans-advisory-and-pensions-committees-x13,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/science-advisory-committee-on-the-medical-implications-of-less-lethal-weapons,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Oil and Pipelines Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/oil-and-pipelines-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Nuclear Research Advisory Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nuclear-research-advisory-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National Employer Advisory Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-employer-advisory-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Scientific Advisory Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-scientific-advisory-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Nuclear Safety Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-nuclear-safety-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Central Advisory Committee on Pensions and Compensation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/central-advisory-committee-on-pensions-and-compensation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Armed Forces' Pay Review Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/armed-forces-pay-review-body,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Group on Military Medicine,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-group-on-military-medicine,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Committee on Conscientious Objectors,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-conscientious-objectors,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Heritage Lottery Fund (administered by the NHMF),,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/heritage-lottery-fund,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Historic Royal Palaces,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/historic-royal-palaces,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,BBC,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bbc,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,S4C,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/s4c,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Channel 4,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/channel-4,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Ofcom,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/ofcom,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Treasure Valuation Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/treasure-valuation-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-reviewing-committee-on-the-export-of-works-of-art-and-objects-of-cultural-interest,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Theatres Trust,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-theatres-trust,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Victoria and Albert Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/victoria-and-albert-museum,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,UK Anti-Doping,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-anti-doping,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,VisitEngland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/visitengland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Valuation Tribunal Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/valuation-tribunal-service-for-england-valuation-tribunal-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-02-28,2020-12-04,,,,London Thames Gateway Development Corporation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/london-thames-gateway-development-corporation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Leasehold Advisory Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/leasehold-advisory-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Housing Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/housing-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Senior Salaries Review Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/review-body-on-senior-salaries,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Security Vetting Appeals Panel,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/security-vetting-appeals-panel,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Civil Service Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/civil-service-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2020-12-04,,,,Government Procurement Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/government-procurement-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,UK Green Investment Bank,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-green-investment-bank,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Land Registration Rule Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/land-registration-rule-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Export Guarantees Advisory Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/export-guarantees-advisory-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2020-12-04,,,,Consumer Futures,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/consumer-focus,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Copyright Tribunal,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/copyright-tribunal,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Regulatory Policy Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/regulatory-policy-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2020-12-04,,,,Competition Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/competition-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-04-01,2020-12-04,,,,Office of Fair Trading,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-fair-trading,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Remploy Ltd,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/remploy-ltd,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-06-30,2020-12-04,,,,Independent Living Fund,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-living-fund,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Pension Protection Fund,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/pension-protection-fund,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,HM Crown Prosecution Service Inspectorate,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-crown-prosecution-service-inspectorate,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-03-31,2020-12-04,,,,Audit Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/audit-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Privy Council Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/privy-council-office,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,House of Lords Appointments Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/house-of-lords-appointments-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Boundary Commission for England,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/boundary-commission-for-england,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Committee on Business Appointments,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-business-appointments,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Independent Commission for Aid Impact,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-commission-for-aid-impact,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Judicial Appointments and Conduct Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Legal Services Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/legal-services-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Legal Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-legal-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Official Solicitor and Public Trustee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/official-solicitor-and-public-trustee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Prisons and Probation Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/prisons-and-probation-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Victims' Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/victims-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,HM Inspectorate of Probation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-probation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,HM Inspectorate of Prisons,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-prisons,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,HM Prison Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-prison-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Criminal Cases Review Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/criminal-cases-review-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Competition Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/competition-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Biotechnology and Biological Sciences Research Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/biotechnology-biological-sciences-research-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Westminster Foundation for Democracy,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/westminster-foundation-for-democracy,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Marshall Aid Commemoration Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/marshall-aid-commemoration-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,British Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/british-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Fleet Air Arm Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/fleet-air-arm-museum,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Royal Marines Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/royal-marines-museum,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Royal Air Force Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/royal-air-force-museum,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National Army Museum,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-army-museum,
